Customer Account # / Cliente,Average of Kg Surtigo
11691812,5.75
11691866,2.13
11691867,1.40
11691868,5.00
11691966,1.89
11691973,4.12
11691974,2.03
11692121,11.13
11692711,1.18
11692801,6.00
11692867,0.95
11692868,3.86
11692875,3.64
11692957,3.77
11693126,2.80
11693128,4.30
11693495,5.71
11693497,21.04
11693498,3.55
11693626,2.51
11693679,6.30
11693694,4.15
11693896,3.12
11693953,10.32
11693954,21.10
11693958,7.32
11694010,6.99
11694228,8.77
11694230,2.59
11694533,3.70
11694658,8.78
11695039,17.67
11695049,2.18
11695195,3.18
11695204,5.23
11695275,9.34
11695331,7.51
11695332,1.31
11695453,11.89
11695608,34.83
11695609,8.06
11695675,3.39
11695804,9.87
11695894,5.01
11695900,8.05
11695966,3.44
11695982,7.42
11696036,3.89
11696037,1.05
11696106,15.68
11696196,4.08
11696198,2.28
11696317,3.30
11696405,20.83
11696406,3.06
11696407,7.95
11696476,3.67
11696477,4.98
11696478,1.54
11696620,1.86
11696624,21.96
11696642,2.05
11696779,1.10
11696842,33.10
11696918,4.20
11696920,4.74
11696968,2.96
11696975,7.33
11696978,1.77
11696979,2.30
11697080,1.16
11697081,3.47
11697342,9.56
11697343,5.59
11697345,1.21
11697347,5.67
11697348,9.27
11697500,4.13
11697575,1.90
11697628,10.88
11697642,2.97
11697799,7.06
11697803,2.85
11697811,1.20
11697884,1.68
11697910,4.75
11697911,8.05
11697914,2.22
11697923,2.79
11697958,0.45
11697959,2.85
11697970,2.08
11697971,2.14
11697973,2.98
11698020,20.71
11698023,2.52
11698319,6.00
11698350,6.17
11698352,4.03
11698401,2.53
11698403,60.53
11698405,3.95
11698465,4.69
11698467,4.71
11698470,7.73
11698519,2.42
11698557,2.84
11698561,2.34
11698562,4.47
11698563,3.20
11698693,2.99
11698770,3.00
11698771,1.49
11698775,5.48
11698915,1.41
11698917,6.55
11698921,3.89
11698927,4.97
11698928,4.23
11699043,9.33
11699051,9.50
11699053,3.79
11699056,15.62
11699224,8.58
11699227,1.59
11699229,7.25
11699241,4.53
11699242,1.92
11699342,3.84
11699346,2.34
11699347,2.22
11699349,2.78
11699350,3.34
11699352,27.00
11699354,4.05
11699431,1.45
11699438,5.08
11699439,5.06
11699441,17.57
11699445,3.12
11699548,3.96
11699552,4.54
11699553,1.50
11699689,1.20
11699815,7.50
11699822,3.11
11699829,4.09
11699830,2.73
11699831,2.49
11699832,5.82
11699833,9.08
11699880,1.41
11699882,1.26
11699889,2.56
11700050,0.66
11700051,2.17
11700060,44.77
11700061,2.27
11700071,19.93
11700072,3.73
11700146,3.58
11700147,6.26
11700148,2.77
11700217,8.24
11700225,2.86
11700306,13.11
11700309,2.10
11700310,3.15
11700318,1.98
11700319,3.96
11700438,2.18
11700439,3.67
11700442,5.80
11700443,4.68
11700526,13.74
11700529,3.52
11700533,26.05
11700613,8.19
11700614,4.07
11700616,3.75
11700705,2.95
11700706,12.65
11700708,4.30
11700710,5.18
11700764,3.34
11700765,3.39
11700766,3.18
11700767,2.38
11700768,2.49
11700857,2.46
11700860,6.15
11700910,2.27
11700911,1.80
11700913,7.51
11700914,7.78
11701083,6.03
11701164,8.55
11701310,2.82
11701317,5.45
11701327,2.61
11701365,5.35
11701367,4.49
11701372,8.46
11701373,5.27
11701436,13.46
11701437,2.14
11701541,1.83
11701542,3.61
11701545,2.01
11701615,3.21
11701620,1.35
11701623,2.26
11701624,5.73
11701625,2.43
11701626,1.77
11701677,2.40
11701678,2.24
11701679,4.61
11701682,3.12
11701685,4.87
11701790,2.42
11701799,6.42
11701800,5.05
11701804,2.28
11701806,3.97
11701811,1.73
11701888,12.56
11701892,4.45
11701918,1.97
11701953,2.09
11701954,11.67
11701955,3.39
11701957,2.12
11701958,2.41
11701961,3.34
11701962,3.44
11702016,11.29
11702017,2.42
11702078,2.09
11702101,1.45
11702103,8.77
11702104,3.65
11702105,1.79
11702110,5.50
11702121,3.07
11702122,3.26
11702181,0.00
11702184,1.57
11702187,2.58
11702190,2.21
11702255,4.81
11702256,2.52
11702257,2.89
11702266,2.28
11702267,1.71
11702397,2.83
11702398,2.57
11702418,9.68
11702421,2.37
11702505,5.21
11702511,3.19
11702512,1.83
11702516,5.64
11702563,2.26
11702567,2.67
11702658,13.44
11702660,1.93
11702662,1.25
11702663,2.39
11702664,8.49
11702665,6.06
11702672,2.15
11702745,2.94
11702748,1.63
11702752,6.57
11702804,2.66
11702806,3.22
11702810,3.51
11702965,2.39
11702966,15.56
11702972,16.33
11703082,4.65
11703099,4.24
11703261,4.47
11703331,1.69
11703337,6.88
11703338,3.37
11703339,3.92
11703395,3.75
11703507,1.84
11703508,2.83
11703521,4.00
11703523,2.14
11703642,6.83
11703725,21.07
11703728,2.45
11703733,9.00
11703737,2.20
11703741,3.93
11703742,3.15
11703749,1.07
11703821,3.84
11703822,4.12
11703898,2.48
11703900,9.59
11703901,1.43
11703909,4.98
11704013,1.88
11704021,1.85
11704023,1.59
11704024,2.08
11704026,2.38
11704028,0.72
11704030,10.20
11704100,8.93
11704102,2.51
11704103,3.92
11704107,10.93
11704289,1.17
11704290,0.40
11704291,2.47
11704354,1.65
11704358,5.53
11704363,2.27
11704364,4.58
11704366,1.86
11704369,11.61
11704436,2.60
11704440,2.83
11704441,2.83
11704442,1.48
11704500,11.50
11704504,12.88
11704507,5.34
11704510,1.65
11704519,4.61
11704617,5.14
11704619,11.03
11704621,3.79
11704622,1.82
11704623,3.17
11704736,3.28
11704744,5.39
11704745,2.87
11704746,2.08
11704752,3.04
11704758,1.76
11704830,2.96
11704843,1.62
11704910,1.53
11704924,2.25
11705015,1.29
11705112,8.17
11705118,1.76
11705202,3.16
11705207,3.40
11705213,2.47
11705282,7.46
11705362,4.28
11705363,56.28
11705364,2.32
11705410,6.35
11705412,4.76
11705414,2.18
11705462,0.60
11705469,4.68
11705596,4.52
11705597,12.22
11705599,53.57
11705650,1.57
11705726,1.40
11705728,1.02
11705790,2.89
11705870,1.29
11705873,14.25
11705874,2.37
11705984,2.59
11705988,2.06
11705989,1.48
11706065,2.50
11706068,6.32
11706073,2.29
11706180,2.14
11706187,7.99
11706513,1.76
11706514,6.28
11706515,3.84
11706516,11.23
11706517,8.39
11706590,1.81
11706603,1.61
11706650,2.52
11706653,5.96
11706658,5.49
11706659,4.35
11706662,6.44
11706668,5.67
11706731,1.62
11706733,9.01
11706782,3.81
11706785,4.10
11706819,2.65
11706884,1.53
11706886,42.22
11706963,2.20
11707038,5.48
11707266,1.63
11707343,2.04
11707344,2.13
11707352,5.07
11707406,2.87
11707412,1.01
11707517,2.58
11707573,7.61
11707577,4.11
11707707,2.51
11707709,1.89
11707776,5.03
11707778,16.03
11707784,6.49
11708104,1.94
11708264,5.25
11708312,3.00
11708370,2.90
11708374,2.71
11708375,17.96
11708624,3.94
11708631,3.22
11709011,2.65
11709012,1.26
11709060,3.50
11709061,2.62
11709169,2.26
11709235,3.79
11709237,8.19
11709263,2.31
11709455,2.22
11709516,3.58
11709675,2.93
11709795,2.14
11709796,1.90
11709848,4.70
11709944,2.94
11710030,4.80
11710034,6.25
11710236,17.03
11710237,3.10
11710581,6.84
11710583,10.78
11710584,3.23
11710588,9.21
11710716,10.53
11710719,1.58
11710795,5.55
11710798,2.79
11710812,13.02
11710814,1.95
11710933,8.14
11710934,3.17
11711055,3.20
11711110,9.52
11711111,2.90
11711119,3.05
11711297,20.48
11711379,11.02
11711558,2.16
11711896,7.92
11712206,4.42
11712345,3.95
11712435,1.35
11712646,3.04
11712648,3.29
11712649,1.61
11712710,4.18
11712780,2.37
11712783,274.33
11712921,11.15
11712922,6.67
11712924,9.04
11712926,3.19
11713197,6.09
11713340,5.69
11713341,3.30
11713460,7.18
11713463,2.63
11713467,11.16
11713595,7.98
11713599,1.87
11713704,5.55
11713768,1.91
11713774,1.56
11713777,8.37
11713929,1.56
11713965,1.48
11714024,8.67
11714228,4.72
11714229,14.39
11714405,3.11
11714445,5.26
11714446,31.50
11714550,1.52
11714558,2.68
11714559,2.57
11714675,1.94
11714741,3.17
11714742,4.20
11714826,6.00
11714828,5.07
11715009,19.07
11715010,2.90
11715253,9.72
11715254,1.08
11715322,4.81
11715379,15.17
11715387,1.74
11715388,2.22
11715389,12.20
11715453,2.28
11715520,42.35
11715522,6.18
11715638,4.80
11715640,3.50
11715709,3.32
11715715,6.79
11715776,0.60
11715777,2.09
11715781,2.82
11715850,1.72
11715852,5.03
11715955,5.27
11716088,4.21
11716128,12.43
11716155,1.43
11716547,28.09
11716684,3.89
11716770,3.29
11716842,5.72
11716843,5.32
11717091,2.66
11717273,1.45
11717793,3.88
11717794,11.79
11718020,1.34
11718058,5.75
11718124,2.28
11718126,0.94
11718162,2.46
11718185,10.64
11718187,5.45
11718265,1.85
11718276,1.88
11718277,0.95
11718279,15.54
11718328,3.06
11718407,2.22
11718409,8.48
11718524,17.02
11718715,5.94
11718780,3.66
11718844,6.10
11718928,6.31
11718929,4.61
11719080,5.23
11719081,3.26
11719315,13.54
11719316,1.58
11719406,2.65
11719407,4.89
11719409,29.34
11719415,3.66
11719591,1.97
11719592,3.78
11719623,3.67
11719734,2.35
11719735,19.74
11719736,6.39
11719743,6.36
11719816,2.17
11719929,2.13
11720068,2.21
11720135,1.84
11720225,1.49
11720226,3.85
11720232,1.94
11720400,3.15
11720401,5.79
11720505,4.33
11720506,3.12
11720586,1.54
11720587,9.12
11720703,2.91
11720712,5.83
11720713,2.69
11720774,2.48
11720881,2.50
11720970,1.30
11721062,1.35
11721090,37.97
11721155,2.82
11721162,34.57
11721268,3.48
11721351,9.78
11721455,2.97
11721457,2.84
11721517,5.06
11721601,2.09
11721632,313.30
11721633,7.31
11721698,5.49
11721814,2.30
11722060,2.84
11722062,1.72
11722401,8.76
11722402,4.12
11722493,14.98
11722494,1.64
11722515,1.59
11722516,2.40
11722518,12.84
11722519,2.17
11722576,7.79
11722578,2.57
11722599,1.98
11722707,64.67
11722724,18.28
11722785,16.02
11722857,66.00
11722915,16.88
11723109,4.21
11723143,1.26
11723210,2.86
11723211,2.34
11723213,7.83
11723242,3.00
11723318,11.87
11723325,9.55
11723326,4.13
11723327,4.24
11723408,3.59
11723473,10.75
11723475,8.80
11723478,1.45
11723564,4.65
11723669,7.82
11723711,8.69
11723712,7.87
11723799,1.93
11723954,2.16
11723975,6.62
11724076,6.93
11724078,5.67
11724098,2.98
11724107,1000.00
11724216,3.43
11724299,3.27
11724315,0.93
11724316,1.16
11724317,4.02
11724362,2.97
11724363,4.00
11724364,11.71
11724431,7.92
11724607,5.57
11724608,1.48
11724609,0.60
11724828,1.82
11724829,4.33
11724926,5.38
11724973,2.53
11725016,33.65
11725047,3.07
11725097,7.20
11725098,4.60
11725099,6.26
11725192,2.93
11725653,1.99
11725657,3.53
11725716,1.00
11725718,4.34
11725775,8.54
11726370,2.19
11726373,1.39
11726459,2.19
11726876,5.16
11726877,27.73
11726882,3.50
11726883,10.92
11726920,2.26
11726982,11.06
11727191,4.93
11727193,3.00
11727261,1.82
11727263,7.91
11727355,3.90
11727356,2.22
11727357,2.16
11727358,1.17
11727506,5.39
11727574,11.97
11727586,1.55
11727745,2.72
11727816,5.65
11727893,3.34
11727894,10.55
11727918,12.22
11728049,7.21
11728091,12.61
11728092,2.72
11728117,7.77
11728193,24.53
11728315,16.27
11728567,2.58
11728568,2.69
11728592,4.13
11728593,1.98
11728594,6.44
11728618,3.45
11728619,5.77
11728655,5.72
11728715,1.18
11728716,1.82
11728719,3.11
11728721,2.82
11728797,3.60
11728880,2.83
11728881,8.26
11728882,32.67
11728883,6.89
11728996,1.42
11728998,3.20
11728999,6.08
11729010,1.62
11729052,11.00
11729161,2.53
11729239,5.88
11729345,1.92
11729349,2.77
11729406,1.74
11729407,1.66
11729408,2.69
11729409,3.58
11729461,3.63
11729471,0.00
11729556,5.62
11729559,3.40
11729623,19.15
11729626,6.93
11729632,4.27
11729662,2.41
11729663,2.27
11729664,14.10
11729771,1.66
11729894,2.97
11729900,1.90
11730231,2.23
11730232,4.83
11730292,5.44
11730293,10.00
11730294,2.09
11730508,4.30
11730594,9.39
11730630,36.45
11730631,5.00
11730632,5.72
11730688,7.15
11730754,2.04
11730932,2.86
11731103,2.30
11731182,15.94
11731293,11.81
11731305,9.24
11731370,3.30
11731371,5.75
11731443,5.17
11731455,7.09
11731459,3.00
11731530,3.20
11731532,2.64
11731534,4.64
11731564,1.78
11731638,2.46
11731639,2.95
11731640,6.22
11731707,3.58
11731712,1.50
11731713,6.00
11731782,11.05
11731934,5.72
11731965,4.14
11731967,1.25
11732064,2.20
11732065,2.96
11732114,6.05
11732145,5.33
11732229,10.10
11732260,20.82
11732261,1.62
11732293,2.48
11732294,4.20
11732305,3.21
11732306,2.06
11732341,5.39
11732342,2.09
11732431,5.09
11732580,9.17
11732587,5.27
11732633,22.37
11732634,4.85
11732636,4.37
11732638,3.36
11732678,23.30
11732679,4.56
11732794,8.57
11732840,3.21
11732842,1.26
11732843,2.94
11732844,2.91
11732845,2.14
11732846,12.19
11732847,8.71
11732848,3.32
11732965,1.37
11732966,3.76
11732979,4.03
11733049,3.59
11733056,2.01
11733057,6.12
11733110,25.61
11733112,1.50
11733113,2.23
11733116,5.68
11733117,4.96
11733172,1.83
11733174,1.80
11733217,2.32
11733219,2.06
11733220,5.86
11733330,2.10
11733331,6.03
11733333,8.05
11733334,1.94
11733400,1.65
11733401,3.36
11733402,1.31
11733406,2.10
11733475,2.40
11733476,4.26
11733478,9.36
11733479,3.76
11733480,1.95
11733481,1.28
11733482,2.69
11733484,2.21
11733485,5.77
11733486,3.22
11733487,3.21
11733489,3.57
11733492,1.15
11733494,1.58
11733555,9.34
11733557,1.90
11733558,1.33
11733562,1.47
11733563,1.13
11733564,2.55
11733568,1.37
11733569,1.07
11733570,16.53
11733639,1.66
11733646,3.49
11733647,0.76
11733651,4.08
11733653,2.68
11733655,2.30
11733657,2.44
11733660,3.84
11733661,4.54
11733662,6.27
11733663,21.45
11733665,2.43
11733771,2.56
11733772,3.16
11733773,1.27
11733774,2.97
11733775,2.55
11733776,5.47
11733777,32.54
11733781,3.12
11733782,5.64
11733828,2.07
11733830,1.73
11733832,9.62
11733838,4.52
11733839,2.48
11733900,8.67
11733902,1.85
11733903,3.50
11733905,2.67
11733907,0.60
11733908,2.32
11733909,1.86
11733911,0.00
11733912,12.14
11733939,0.60
11733970,2.15
11733971,4.32
11733974,2.31
11733975,2.09
11734027,2.67
11734028,1.82
11734045,1.41
11734046,3.39
11734047,3.88
11734049,1.54
11734143,2.45
11734155,2.32
11734156,5.41
11734159,2.37
11734160,2.75
11734161,3.71
11734184,3.54
11734186,5.61
11734189,2.90
11734192,1.47
11734197,1.98
11734198,1.48
11734253,0.72
11734257,2.31
11734306,1.44
11734307,2.14
11734308,2.69
11734343,2.40
11734344,5.40
11734385,4.23
11734386,2.40
11734387,2.73
11734388,4.08
11734390,2.69
11734391,3.08
11734486,6.62
11734495,1.63
11734498,1.89
11734502,0.97
11734620,3.65
11734621,0.84
11734622,6.48
11734655,2.87
11734656,3.13
11734731,7.32
11734732,13.12
11734792,3.32
11734842,8.94
11734878,1.30
11734900,1.81
11735000,11.78
11735006,2.78
11735007,6.09
11735068,1.63
11735069,12.62
11735070,6.19
11735131,2.18
11735207,4.19
11735230,4.21
11735232,2.12
11735253,4.87
11735254,1.42
11735295,8.55
11735352,16.36
11735353,4.85
11735399,37.63
11735410,1.53
11735450,2.02
11735515,5.98
11735582,5.35
11735664,4.75
11735754,2.13
11735888,3.01
11735943,10.27
11736042,1.69
11736043,17.85
11736044,9.06
11736120,0.87
11736127,3.36
11736255,73.21
11736256,6.26
11736257,3.39
11736306,1.92
11736307,1.41
11736308,2.22
11736375,4.75
11736376,7.38
11736399,21.28
11736415,4.22
11736416,3.82
11736417,4.84
11736460,9.65
11736461,4.80
11736463,10.80
11736468,2.79
11736510,2.39
11736548,9.25
11736648,3.11
11736680,22.83
11736682,3.88
11736703,14.32
11736861,18.36
11736996,6.47
11736998,20.11
11736999,2.75
11737015,2.72
11737053,14.58
11737107,3.93
11737108,1.68
11737109,4.90
11737206,3.09
11737215,11.05
11737216,2557.27
11737321,6.09
11737322,2.28
11737327,1.16
11737330,1.14
11737331,2.69
11737332,4.36
11737375,3.00
11737380,3.10
11737465,1.38
11737546,2.04
11737547,3.29
11737549,5.52
11737565,7.78
11737572,4.11
11737573,2.62
11737661,3.20
11737662,15.47
11737693,1.90
11737694,1.08
11737697,1.89
11737698,2.15
11737705,5.48
11737911,11.19
11737920,2.14
11737923,2.41
11737924,3.41
11737927,2.15
11737964,1.73
11738040,1.77
11738077,2.59
11738082,2.35
11738087,3.06
11738137,2.35
11738144,3.09
11738145,3.30
11738305,3.00
11738405,2.03
11738594,5.77
11738610,1.21
11738611,2.92
11738618,4.23
11738624,1.63
11738745,28.99
11738753,6.23
11738814,1.65
11738815,5.66
11738816,3.48
11738818,2.71
11738872,11.01
11738878,9.23
11738879,1.29
11738982,44.30
11738983,2.05
11738996,1.23
11739059,123.38
11739078,3.32
11739091,3.60
11739093,3.11
11739094,2.61
11739096,3.04
11739099,8.06
11739148,7.71
11739149,6.74
11739155,1.75
11739156,0.00
11739157,2.99
11739162,2.41
11739165,9.81
11739225,4.88
11739226,2.20
11739299,21.91
11739305,3.21
11739306,2.13
11739311,2.32
11739429,9.73
11739430,12.25
11739479,3.63
11739523,2.44
11739524,69.43
11739619,3.43
11739753,1.98
11739754,1.25
11739804,3.41
11739805,1.69
11739912,41.62
11739913,7.15
11739955,2.75
11740000,2.43
11740001,2.35
11740002,1.57
11740003,3.66
11740004,2.59
11740176,2.77
11740236,4.14
11740238,1.08
11740239,3.95
11740293,5.11
11740294,2.81
11740310,6.00
11740311,25.77
11740312,3.22
11740327,4.43
11740331,3.24
11740332,1.82
11740380,10.58
11740381,3.59
11740396,1.49
11740423,4.47
11740424,3.03
11740445,4.41
11740446,2.15
11740542,2.59
11740543,1.82
11740544,8.99
11740612,3.75
11740613,47.42
11740614,3.07
11740705,9.17
11740706,2.83
11740707,3.33
11740708,6.92
11740709,8.33
11740710,1.83
11740712,1.87
11740713,1.27
11740734,1.61
11740780,3.56
11740783,2.57
11740784,2.51
11740799,11.31
11740800,1.79
11740851,1.58
11740852,5.96
11740853,3.83
11740863,1.35
11740933,2.41
11740934,3.21
11740968,11.76
11741005,1.80
11741009,5.38
11741010,1.89
11741011,2.90
11741013,2.49
11741014,3.08
11741025,1.88
11741031,1.61
11741054,8.00
11741072,1.42
11741075,2.74
11741080,3.33
11741081,3.49
11741083,2.10
11741086,2.76
11741138,2.08
11741141,4.94
11741146,2.72
11741153,2.94
11741157,2.94
11741158,1.94
11741215,2.10
11741218,3.06
11741231,2.32
11741232,1.56
11741237,2.28
11741342,1.43
11741343,1.75
11741344,2.74
11741350,4.15
11741351,12.12
11741353,6.38
11741354,2.37
11741355,2.07
11741371,2.20
11741402,2.94
11741404,3.00
11741410,2.08
11741411,14.10
11741412,3.20
11741486,5.25
11741488,2.36
11741489,5.54
11741497,1.65
11741526,4.85
11741527,4.19
11741574,4.97
11741590,2.26
11741591,5.15
11741684,2.11
11741688,9.83
11741734,2.84
11741737,3.20
11741752,3.11
11741791,3.39
11741796,1.52
11741797,2.35
11741798,1.46
11741821,7.81
11741842,2.69
11741900,1.53
11741901,2.83
11741904,1.53
11741908,11.31
11741910,2.27
11741913,1.30
11742014,1.49
11742021,3.93
11742109,4.03
11742123,0.60
11742126,0.58
11742132,2.60
11742201,2.24
11742212,2.70
11742214,6.55
11742273,4.79
11742274,3.97
