Customer Account # / Cliente,Average of Kg Surtigo
11616997,4.64
11617036,5.73
11617037,3.89
11617105,3.09
11617106,2.20
11617108,3.00
11617152,44.91
11617297,25.00
11617363,3.29
11617365,1.59
11617366,6.61
11617395,3.17
11617621,1.70
11617639,2.52
11617665,2.42
11617666,1.81
11617668,2.86
11618085,2.90
11618264,2.58
11619061,1.63
11619214,4.19
11619420,1.75
11619868,2.33
11620502,0.89
11620506,4.10
11620507,74.27
11621067,1.94
11621157,7.13
11621628,3.78
11622088,1.79
11622199,6.92
11622271,3.68
11622337,1.21
11622338,11.81
11622671,6.63
11622763,1.76
11623219,2.58
11623221,9.06
11623488,3.20
11623611,4.95
11623923,20.13
11623924,5.19
11624128,1.49
11624343,1.53
11624459,5.80
11624551,2.13
11624774,4.30
11624933,1.88
11625139,3.32
11625159,1.22
11625304,5.19
11625571,3.97
11625770,1.59
11626084,2.71
11626107,53.82
11626254,10.67
11626259,2.52
11626371,3.93
11626706,12.42
11627024,2.99
11627260,2.50
11627261,2.91
11627282,5.43
11627420,2.33
11627686,2.50
11627715,1.92
11627719,3.84
11628033,8.18
11628401,7.86
11628434,2.36
11628445,1.98
11628551,3.19
11628610,2.97
11628649,7.47
11628915,2.97
11629074,14.36
11629224,4.50
11629436,3.05
11629463,6.01
11629941,24.85
11630143,1.63
11630323,3.01
11630474,6.24
11630484,23.65
11630581,1.75
11630585,1.34
11630772,2.38
11630877,3.17
11631018,1.37
11631034,11.07
11631257,7.75
11631280,3.72
11631288,2.60
11631295,6.96
11631303,2.92
11631451,6.30
11631452,11.50
11631493,2.18
11631589,2.09
11631777,3.33
11632018,3.10
11632037,4.60
11632050,1.75
11632223,5.03
11632224,20.39
11632254,2.18
11632343,1.79
11632483,1.83
11632484,3.63
11632780,3.58
11632810,2.31
11632912,2.18
11632929,1.23
11632989,15.35
11633018,5.17
11633019,7.08
11633032,4.24
11633135,2.87
11633136,2.89
11633258,4.03
11633460,1.36
11633498,7.01
11633499,1.91
11633501,2.18
11633513,2.60
11633704,4.33
11633893,2.76
11633948,1.58
11633990,81.56
11634053,1.36
11634154,1.35
11634182,5.70
11634385,1.18
11634437,3.15
11634535,4.74
11634539,4.04
11634550,18.26
11634982,3.58
11635017,1.65
11635040,97.01
11635042,2.01
11635215,6.00
11635217,45.79
11635222,7.62
11635232,3.98
11635264,3.56
11635354,1.24
11635361,6.60
11635382,1.01
11635675,1.72
11635678,3.88
11635681,9.72
11635792,2.76
11635796,2.15
11635826,8.86
11636036,6.26
11636039,2.13
11636215,3.60
11636222,2.69
11636249,2.02
11636343,28.63
11636348,5.12
11636353,2.01
11636371,1.53
11636483,4.79
11636686,5.09
11636688,9.79
11636767,38.33
11636791,1.68
11636876,2.62
11637240,6.43
11637305,11.62
11637310,10.12
11637323,3.98
11637411,13.42
11637517,8.96
11637544,2.48
11637554,2.84
11637917,3.43
11637920,8.77
11637935,2.70
11637954,3.29
11638044,6.22
11638067,23.34
11638405,1.17
11638565,11.85
11638752,4.35
11638754,2.92
11638760,11.21
11638774,4.70
11638849,6.35
11638939,4.64
11638953,2.36
11639051,2.03
11639058,12.00
11639059,9.60
11639071,2.29
11639223,8.25
11639390,3.01
11639678,1.38
11639799,1.64
11639806,18.33
11639930,55.64
11639931,2.16
11640039,5.14
11640276,3.56
11640369,4.13
11640486,2.87
11640487,6.86
11640494,9.96
11640496,2.35
11640498,3.03
11640572,9.87
11640604,1.45
11640618,14.18
11640779,3.60
11640786,25.18
11640791,4.29
11641053,4.30
11641194,3.45
11641346,1.84
11641348,3.45
11641365,1.63
11641492,5.01
11641559,3.02
11641597,3.98
11641600,2.53
11641602,2.23
11641682,3.74
11641715,1.79
11641743,3.59
11641824,4.24
11641990,8.25
11641992,3.79
11642104,1.70
11642106,1.70
11642119,3.33
11642129,1.20
11642133,13.21
11642320,1.17
11642323,4.35
11642334,1.52
11642410,0.99
11642418,4.73
11642422,1.39
11642429,4.72
11642433,3.63
11642439,1.12
11642447,7.34
11642561,4.15
11642587,2.34
11642673,1.63
11642788,5.61
11642789,2.05
11642795,1.99
11642796,7.82
11642991,2.47
11642994,2.65
11643442,8.51
11643443,4.40
11643599,2.11
11643689,13.02
11643821,4.49
11643822,2.50
11643826,2.62
11644118,2.13
11644326,22.05
11644428,2.91
11644429,4.93
11644483,14.66
11644566,2.39
11644572,3.83
11644577,2.30
11644590,2.25
11644604,3.89
11644696,5.35
11644875,7.24
11644897,1.12
11644919,1.73
11644990,3.15
11644991,2.96
11645008,3.67
11645022,4.99
11645037,3.44
11645040,2.04
11645042,4.37
11645047,1.90
11645122,1.62
11645129,2.31
11645168,2.49
11645238,9.43
11645500,4.88
11645612,2.52
11645624,2.52
11645712,8.43
11645781,2.34
11645816,6.22
11646075,1.87
11646179,2.56
11646187,2.94
11646241,2.75
11646284,6.10
11646285,2.28
11646296,1.13
11646300,2.53
11646305,3.55
11646306,5.95
11646638,2.33
11646664,26.68
11646831,3.17
11646832,8.12
11646834,0.84
11646909,1.76
11646911,6.52
11647073,5.43
11647162,6.38
11647430,2.60
11647432,1.89
11647646,3.69
11647647,1.39
11647651,18.95
11647668,12.23
11647732,5.68
11647740,2.00
11647823,2.00
11647936,2.78
11648013,2.39
11648034,1.57
11648194,7.82
11648283,1.66
11648433,4.36
11648447,3.52
11648511,4.62
11648582,3.84
11649000,2.44
11649002,2.11
11649155,8.95
11649249,3.91
11649590,67.06
11649865,1.81
11649977,5.85
11649986,6.93
11650131,1.14
11650132,3.13
11650211,5.70
11650213,29.13
11650276,3.85
11650343,10.63
11650407,5.32
11650408,70.54
11650517,2.91
11650730,1.77
11651095,2.92
11651098,5.29
11651311,9.50
11651329,71.72
11651535,6.68
11652518,1.50
11652520,2.36
11652522,2.49
11652523,9.54
11652524,6.08
11652525,10.25
11652533,7.29
11652535,7.11
11652536,3.82
11652538,4.53
11652541,9.92
11652545,20.34
11652554,5.47
11652557,17.60
11652570,2.96
11652592,4.12
11653057,2.68
11653249,7.10
11653250,22.61
11653297,23.78
11653407,2.39
11653605,4.27
11653606,8.42
11653647,3.85
11653901,11.33
11654088,2.15
11654093,2.87
11654105,3.14
11654113,23.78
11654237,3.89
11654260,3.23
11654261,7.06
11654382,15.37
11654383,14.37
11654541,4.53
11654592,4.15
11654598,8.32
11654604,1.78
11654655,2.50
11654761,2.87
11654762,6.19
11654766,13.39
11654880,0.90
11655066,1.46
11655067,6.67
11655248,4.20
11655306,9.72
11655340,17.11
11655350,6.23
11655367,3.31
11655439,9.71
11655443,1.49
11655445,3.61
11655448,10.92
11655450,8.09
11655474,3.01
11655545,1.23
11655548,2.02
11655551,3.21
11655660,2.37
11655700,2.30
11655701,2.13
11655705,2.38
11655812,6.15
11655813,4.65
11655814,1.97
11655815,5.28
11655817,2.29
11655832,2.77
11655881,6.87
11655900,1.49
11655902,5.85
11655904,1.67
11656014,4.02
11656098,2.26
11656103,1.95
11656106,2.16
11656110,2.56
11656155,5.99
11656212,2.00
11656215,2.12
11656237,1.93
11656371,3.04
11656374,5.55
11656473,9.86
11656652,2.72
11656755,4.19
11656756,8.07
11656757,18.92
11656759,24.11
11656760,4.49
11656770,1.95
11656784,9.40
11656898,3.30
11656971,1.38
11657001,2.50
11657002,1.78
11657085,6.38
11657093,1.18
11657163,2.47
11657164,2.83
11657165,1.30
11657167,3.34
11657169,1.15
11657170,2.05
11657194,1.23
11657236,1.58
11657237,2.34
11657238,7.40
11657244,2.00
11657251,2.63
11657424,4.98
11657425,1.52
11657510,1.15
11657636,1.59
11657639,1.73
11657715,3.35
11657833,1.60
11657936,5.00
11658033,4.52
11658036,4.24
11658045,1.96
11658064,2.14
11658109,2.20
11658128,0.91
11658208,2.27
11658212,5.62
11658215,1.85
11658299,2.03
11658324,1.77
11658366,2.19
11658447,11.55
11658535,3.78
11658536,1.71
11658537,2.28
11658540,4.45
11658541,8.06
11658602,12.88
11658605,1.33
11658609,9.05
11658614,2.66
11658615,1.64
11658720,3.42
11658887,3.67
11658894,6.09
11658896,2.65
11658897,2.13
11658899,2.05
11658904,1.23
11659006,9.14
11659007,6.42
11659067,9.83
11659153,6.88
11659164,2.41
11659328,1.43
11659331,4.95
11659332,2.70
11659345,2.84
11659346,2.23
11659353,6.01
11659369,6.45
11659378,1.76
11659451,10.99
11659453,2.18
11659544,1.61
11659547,8.12
11659605,2.97
11659630,1.26
11659632,1.92
11659633,9.06
11659673,11.77
11659737,2.04
11659826,42.39
11659856,50.03
11659860,4.57
11659861,6.32
11659962,2.51
11659966,2.16
11659977,1.74
11659984,3.81
11660061,9.84
11660062,2.66
11660063,1.18
11660066,17.04
11660071,1.53
11660073,2.05
11660076,16.79
11660145,2.65
11660149,3.40
11660240,2.10
11660615,1.70
11660618,2.15
11660619,2.87
11660623,10.05
11660628,2.44
11660642,2.43
11660646,2.06
11660648,2.16
11660715,45.41
11660721,0.60
11660722,2.34
11660800,14.29
11660801,26.16
11660805,3.44
11660825,2.81
11660879,3.40
11661047,0.65
11661190,1.89
11661191,2.34
11661196,1.36
11661197,11.75
11661206,2.00
11661296,4.11
11661300,10.00
11661528,3.17
11661529,9.48
11661688,2.21
11661691,1.70
11661700,2.00
11661738,3.77
11661793,2.87
11661831,3.26
11661924,2.00
11661935,1.61
11661940,2.35
11661944,1.69
11662007,1.56
11662023,2.18
11662030,1.94
11662059,1.06
11662147,2.10
11662148,1.41
11662149,1.58
11662150,38.21
11662308,2.35
11662312,2.57
11662313,2.32
11662314,5.63
11662320,3.11
11662399,31.01
11662402,2.62
11662464,3.10
11662489,7.51
11662490,1.32
11662502,3.07
11662604,1.54
11662607,3.37
11662617,3.96
11662866,3.12
11662877,1.74
11662886,6.15
11662887,1.56
11662888,3.05
11662893,3.15
11662899,2.63
11662900,1.57
11663000,3.36
11663010,7.93
11663048,1.44
11663049,6.45
11663275,2.28
11663284,1.73
11663290,1.60
11663294,2.16
11663343,3.89
11663470,2.51
11663482,4.22
11663485,2.18
11663539,21.43
11663595,28.51
11663602,1.56
11663605,2.27
11663606,1.44
11663648,2.37
11663695,6.91
11663773,7.83
11663885,78.96
11663890,4.03
11664135,8.64
11664325,2.38
11665057,12.93
11665122,4.23
11665124,2.17
11665142,27.64
11665156,4.23
11665157,3.70
11665307,30.60
11665541,1.93
11665642,18.15
11665644,3.82
11665817,6.04
11665836,6.19
11665874,4.19
11665932,3.47
11665936,6.08
11666060,3.71
11666070,10.70
11666136,2.36
11666138,7.63
11666243,7.13
11666332,14.43
11666333,3.04
11666449,3.22
11666458,5.71
11666465,7.76
11666526,5.72
11666535,34.78
11666579,1.93
11666621,6.59
11666623,3.93
11666624,4.60
11666744,2.60
11666745,4.36
11666751,5.81
11666771,5.49
11666827,2.29
11666991,3.08
11667137,1.39
11667157,6.42
11667191,2.84
11667295,12.36
11667296,7.40
11667300,8.22
11667357,1.88
11667362,3.07
11667427,2.23
11667453,2.13
11667454,3.37
11667542,8.07
11667743,2.54
11667748,27.46
11667842,371.13
11667845,46.10
11668082,1.80
11668096,25.53
11668098,3.86
11668099,3.24
11668100,3.23
11668220,3.67
11668400,1.46
11668551,12.22
11668661,14.11
11668665,2.22
11668668,2.14
11668669,38.04
11668799,31.24
11668870,2.68
11668872,5.71
11668888,10.99
11668940,85.79
11668959,1.60
11669155,8.19
11669157,81.80
11669159,1.83
11669160,5.01
11669235,12.02
11669249,3.87
11669298,3.96
11669395,9.16
11669399,9.16
11669466,1.14
11669639,2.31
11669640,2.61
11669648,2.95
11669652,1.73
11669653,25.00
11669701,1.89
11669768,1.07
11669772,2.81
11669775,2.48
11669977,8.05
11669987,8.50
11669998,3.26
11670166,1.84
11670237,1.53
11670339,1.95
11670421,2.97
11670508,3.05
11670543,11.07
11670764,4.25
11670900,3.54
11671086,2.92
11671152,14.24
11671353,4.51
11671355,17.44
11671436,7.03
11671448,17.28
11671496,2.26
11671507,0.88
11671509,3.71
11671641,5.65
11671647,1.54
11671648,18.02
11671746,6.75
11671964,4.71
11671965,1.63
11672215,1.42
11672216,3.42
11672222,2.84
11672225,1.10
11672289,4.26
11672351,3.20
11672357,1.94
11672399,35.35
11672514,2.04
11672515,2.26
11672518,6.55
11672520,1.13
11672521,4.87
11672523,3.10
11672752,27.56
11672755,1.83
11672878,19.51
11672884,1.64
11673026,2.21
11673205,2.31
11673577,23.41
11673578,2.12
11673725,116.64
11673736,7.89
11673997,4.57
11674004,6.89
11674009,4.22
11674118,9.61
11674122,2.50
11674124,6.48
11674148,5.46
11674149,1.55
11674200,8.20
11674201,12.00
11674203,2.16
11674256,5.52
11674257,2.20
11674258,1.44
11674261,1.80
11674262,1.84
11674343,3.88
11674346,1.91
11674352,1.73
11674357,1.89
11674395,29.22
11674493,22.56
11674501,24.38
11674505,3.46
11674573,3.26
11674580,1.92
11674581,3.98
11674586,181.80
11674588,26.48
11674589,83.57
11674590,3.34
11674591,4.68
11674636,8.00
11674640,8.49
11674736,1.84
11674830,3.68
11674834,4.77
11674837,53.46
11674965,3.85
11675117,2.10
11675424,30.73
11675426,3.12
11675495,6.82
11675510,2.96
11675673,2.54
11675756,3.31
11675759,3.13
11675761,5.92
11675767,15.23
11676042,5.44
11676213,1.69
11676218,4.49
11676356,2.46
11676357,15.28
11676358,2.74
11676493,4.86
11676498,3.65
11676616,22.24
11676644,12.92
11676665,20.32
11676670,2.51
11676805,3.33
11676901,3.86
11676902,2.65
11677288,2.24
11677328,25.09
11677412,4.26
11677664,2.74
11677771,3.34
11677855,2.25
11677902,6.11
11677960,1.74
11678107,7.63
11678166,3.24
11678332,9.78
11678337,1.01
11678375,1.80
11678542,6.08
11678689,8.22
11678752,1.25
11678753,6.74
11678816,12.32
11679042,1.55
11679043,3.11
11679080,2.67
11679160,1.58
11679165,2.45
11679231,2.19
11679283,3.56
11679307,1.76
11679367,2.57
11679521,1.53
11679522,9.94
11679891,4.03
11679892,13.38
11680056,1.20
11680062,4.99
11680063,4.91
11680126,4.40
11680130,2.18
11680131,4.05
11680240,3.13
11680242,2.80
11680254,7.57
11680255,4.98
11680395,22.77
11680398,3.55
11680573,4.15
11680579,2.67
11680580,2.05
11680581,1.21
11680589,3.23
11680591,2.73
11680592,2.42
11680593,5.18
11680594,3.58
11680636,9.67
11680637,2.30
11680701,2.26
11680709,7.05
11680730,10.82
11680772,3.59
11680773,9.62
11680779,2.49
11680849,3.00
11680855,3.73
11680943,53.67
11680946,2.71
11680948,2.57
11680977,4.73
11681004,1.08
11681005,10.71
11681081,2.22
11681091,0.91
11681148,8.77
11681152,15.70
11681154,8.17
11681225,3.13
11681229,3.96
11681323,1.35
11681324,3.30
11681418,44.61
11681453,2.02
11681458,4.73
11681459,7.36
11681512,1.74
11681609,12.93
11681855,2.97
11681917,12.33
11681976,6.94
11682147,3.76
11682277,2.13
11682278,2.21
11682279,7.82
11682365,5.51
11682371,2.20
11682372,11.58
11682407,2.40
11682435,3.55
11682511,1.29
11682555,6.32
11682556,5.25
11682697,1.07
11682698,1.41
11682808,7.23
11682817,12.55
11682819,4.07
11682867,1.63
11682868,3.01
11682910,3.95
11682916,2.30
11683053,1.47
11683110,1.96
11683115,2.06
11683119,96.25
11683152,6.75
11683153,3.71
11683160,7.12
11683220,7.15
11683221,2.03
11683250,28.80
11683338,3.67
11683404,7.26
11683409,2.37
11683566,2.40
11683740,15.01
11683741,12.00
11683745,9.29
11683748,18.02
11683805,9.28
11683809,21.34
11683871,2.40
11683873,3.11
11683874,3.41
11683967,2.79
11684144,14.43
11684176,4.87
11684178,5.67
11684188,3.84
11684266,3.76
11684310,1.94
11684312,1.78
11684452,2.08
11684606,1.38
11684748,1.80
11684943,3.22
11684967,1.90
11685142,2.14
11685304,4.77
11685341,8.74
11685348,1.38
11685350,2.00
11685351,2.77
11685352,2.54
11685411,1.81
11685451,3.75
11685529,20.91
11685536,1.93
11685594,3.89
11685600,5.73
11685667,4.87
11685833,1.96
11685950,3.38
11685951,11.03
11685973,6.51
11686017,1.50
11686067,29.43
11686069,2.67
11686078,2.93
11686113,2.31
11686316,7.23
11686369,1.92
11686416,4.30
11686423,1.83
11686430,1.59
11686478,6.00
11686480,5.95
11686491,2.76
11686493,12.64
11686494,0.70
11686517,1.77
11686518,12.34
11686519,3.32
11686586,12.16
11686617,8.86
11686718,54.25
11686719,3.12
11686732,25.25
11686781,3.13
11686786,2.38
11686787,13.67
11686790,17.72
11686846,3.21
11686847,5.77
11687029,4.04
11687123,4.57
11687136,3.89
11687142,3.56
11687148,550.13
11687277,3.13
11687311,23.31
11687312,2.74
11687350,6.44
11687355,5.52
11687361,1.96
11687453,8.56
11687455,3.40
11687456,2.30
11687467,3.84
11687564,1.20
11687573,17.80
11687678,2.83
11687681,4.97
11687751,2.00
11687756,11.60
11687816,11.83
11687947,4.24
11687948,7.12
11687952,1.35
11688114,1.86
11688170,2.78
11688179,6.27
11688180,4.39
11688184,5.15
11688363,7.97
11688365,5.78
11688366,3.54
11688370,1.49
11688373,9.50
11688446,5.76
11688496,2.48
11688526,1.14
11688556,2.45
11688578,2.43
11688700,20.02
11688754,17.11
11688844,0.79
11688906,5.83
11688908,1.50
11688995,5.50
11689087,2.18
11689214,26.87
11689255,29.35
11689339,1.83
11689463,3.27
11689516,6.09
11689615,7.75
11689616,10.66
11689652,2.99
11689675,6.30
11689766,2.73
11689769,2.30
11689897,1.94
11690069,14.55
11690222,3.09
11690342,1.90
11690343,3.67
11690398,2.49
11690407,6.09
11690417,6.15
11690419,4.82
11690492,1.36
11690632,2.06
11690811,1.58
11690812,5.10
11690829,1.43
11690918,1.68
11691061,2.31
11691062,2.64
11691175,34.82
11691177,1.75
11691178,45.36
11691223,11.92
11691224,18.75
11691225,1.68
11691290,5.07
11691291,9.18
11691292,37.79
11691421,0.66
11691422,68.34
11691524,4.11
11691525,2.00
11691597,9.06
11691671,3.86
11691728,1.91
11691735,2.32
11691739,1.88
11691742,11.19
11691839,10.58
11691891,5.73
11691894,11.17
11692029,4.65
11692048,3.06
11692084,1.33
11692236,5.25
11692719,8.40
11692721,3.36
11692790,1.76
11692796,103.33
11692798,2.29
11692935,1.94
11692936,1.56
11692937,2.61
11692952,1.00
11693059,9.80
11693112,3.84
11693114,7.70
11693116,9.69
11693120,4.61
11693191,1.06
11693264,12.79
11693383,4.27
11693396,3.70
11693518,1.86
11693621,7.05
11693915,1.24
11694023,8.16
11694024,13.38
11694266,7.93
11694267,12.02
11694313,3.41
11694314,11.14
11694372,2.19
11694436,2.09
11694439,12.05
11694678,3.74
11695278,2.05
11695279,6.10
11695285,8.73
11695286,16.36
11695288,8.33
11695360,39.06
11695614,7.32
11695725,55.48
11695792,1.87
11695801,9.13
11695881,9.38
11695884,3.65
11696022,7.34
11696108,4.57
11696112,16.14
11696118,29.49
11696335,4.50
11696345,1.74
11696346,9.80
11696402,3.18
11696426,11.96
11696428,23.89
11696466,21.06
11696468,51.05
11696475,3.94
11696521,20.99
11696526,4.58
11696527,3.88
11696529,8.01
11696533,18.88
11696616,5.65
11696641,5.01
11696721,1.57
11696722,1.33
11696794,3.13
11696854,2.63
11696859,20.43
11696862,1.17
11696906,5.93
11696965,12.03
11696972,4.77
11696989,2.73
11697210,7.22
11697258,4.85
11697335,1.22
11697339,9.14
11697502,5.45
11697508,6.70
11697548,2.17
11697549,2.24
11697625,17.49
11697626,3.35
11697644,2.16
11697671,1.96
11697771,6.27
11697901,1.63
11697966,28.48
11698027,3.54
11698028,53.10
11698030,3.33
11698031,8.78
11698033,24.56
11698300,1.43
11698452,6.67
11698482,1.56
11698526,9.62
11698728,6.99
11698843,12.24
11698844,2.40
11698906,2.02
11698907,1.95
11698908,2.28
11698912,15.73
11699024,3.17
11699035,2.09
11699037,2.14
11699038,2.01
11699210,5.10
11699311,6.84
11699312,3.57
11699320,9.50
11699324,2.70
11699416,4.46
11699417,6.71
11699454,1.53
11699528,1.44
11699538,2.00
11699655,6.49
11699809,4.40
11699810,2.53
11699811,4.64
11699812,3.06
11699897,4.14
11699898,2.43
11699953,2.24
11699960,3.95
11699961,2.50
11699965,5.03
11700065,2.78
11700086,4.41
11700087,19.83
11700120,1.82
11700124,2.77
11700127,1.60
11700129,3.74
11700170,5.81
11700185,12.00
11700232,1.89
11700326,5.32
11700328,3.36
11700330,7.31
11700402,2.42
11700403,2.35
11700404,9.78
11700406,4.32
11700434,1.76
11700435,2.80
11700524,18.10
11700534,14.71
11700598,2.96
11700600,7.21
11700604,5.72
11700608,4.32
11700609,9.01
11700632,2.47
11700633,2.26
11700772,1.35
11700776,6.35
11700777,11.24
11700829,5.97
11700839,14.46
11700868,2.61
11700926,2.85
11700929,2.07
11701093,4.14
11701146,5.08
11701161,6.08
11701264,1.04
11701285,3.61
11701288,14.55
11701375,4.07
11701376,1.93
11701381,3.99
11701527,329.83
11701589,2.59
11701606,2.75
11701610,1.47
11701707,1.37
11701708,1.29
11701711,5.27
11701772,3.45
11701781,2.91
11701787,6.09
11701871,4.38
11701872,1.45
11701873,3.03
11701887,4.69
11701982,2.65
11701983,2.24
11701984,3.25
11702085,12.98
11702087,3.51
11702160,2.40
11702161,23.32
11702162,2.25
11702169,19.79
11702201,4.59
11702237,1.77
11702244,5.31
11702245,2.99
11702413,12.00
11702475,13.84
11702477,12.66
11702481,1.85
11702620,2.51
11702630,32.12
11702674,3.90
11702914,2.37
11703063,1.49
11703271,3.86
11703272,1.86
11703419,10.80
11703493,4.85
11703644,2.29
11703723,11.69
11703805,3.44
11703817,1.78
11703886,3.40
11703887,5.96
11703890,22.44
11703893,4.78
11703896,2.04
11704054,4.96
11704278,3.41
11704374,8.84
11704375,2.73
11704379,1.94
11704380,2.14
11704382,19.71
11704457,17.02
11704495,1.47
11704497,36.47
11704498,2.24
11704502,27.70
11704576,2.55
11704581,33.67
11704582,11.09
11704810,11.16
11704811,1.78
11704812,11.28
11704815,1.29
11704901,2.37
11704909,9.80
11704972,1.92
11704985,1.35
11705098,4.05
11705099,3.84
11705104,1.45
11705194,20.55
11705195,4.06
11705197,16.30
11705198,10.83
11705260,3.70
11705261,3.85
11705266,1.38
11705267,3.04
11705288,2.86
11705340,1.20
11705341,8.98
11705408,6.86
11705501,24.58
11705585,1.50
11705649,2.12
11705709,48.75
11705745,10.69
11705780,5.31
11705781,3.27
11705892,3.39
11705900,2.41
11705901,2.03
11705983,1.08
11706053,2.54
11706056,2.55
11706060,3.21
11706061,7.30
11706202,1.99
11706205,4.67
11706282,5.78
11706504,3.64
11706576,1.86
11706578,7.24
11706583,10.58
11706585,2.39
11706716,68.88
11706717,0.38
11706777,2.47
11706815,3.39
11706899,3.61
11706954,2.49
11706962,9.21
11707331,1.25
11707491,4.89
11707600,2.90
11707698,4.87
11707726,1.21
11707826,2.97
11707838,2.53
11707850,18.48
11707913,3.18
11707914,1.49
11707915,2.38
11707916,9.76
11707928,1.61
11708132,10.18
11708137,3.12
11708138,5.64
11708139,7.70
11708157,2.15
11708158,4.19
11708159,2.74
11708250,5.06
11708251,2.84
11708254,6.80
11708259,2.00
11708263,1.65
11708317,2.05
11708441,6.14
11708443,40.57
11708531,3.23
11708749,3.02
11708750,4.21
11708828,5.44
11709059,2.25
11709168,4.23
11709178,9.41
11709180,2.60
11709251,3.91
11709279,1.90
11709324,4.14
11709353,2.12
11709357,2.52
11709369,2.36
11709371,9.80
11709417,3.61
11709444,3.60
11709472,1.82
11709474,2.86
11709538,4.30
11709539,4.40
11709580,10.18
11709581,17.30
11709685,4.07
11709711,7.88
11709814,2.69
11709845,1.40
11709861,13.94
11710018,4.27
11710032,23.46
11710035,4.95
11710162,10.67
11710168,6.36
11710238,2.04
11710302,3.30
11710362,3.83
11710473,22.06
11710478,10.04
11710734,51.30
11710941,2.00
11710942,2.59
11711124,1.09
11711128,3.17
11711187,2.82
11711189,2.59
11711370,2.76
11711449,2.32
11711471,4.62
11711548,2.27
11711618,3.99
11711620,3.98
11711621,15.88
11711741,4.37
11711742,5.14
11711744,10.58
11711815,7.03
11711877,5.02
11711879,20.26
11711982,8.65
11712036,2.41
11712039,6.00
11712199,2.53
11712200,6.47
11712204,3.61
11712265,4.33
11712266,5.24
11712314,10.45
11712322,3.43
11712349,11.31
11712410,28.52
11712424,4.20
11712425,16.70
11712426,1.90
11712650,293.02
11712701,3.00
11712745,11.24
11713031,1.69
11713032,3.32
11713095,5.70
11713147,3.71
11713193,54.52
11713228,9.34
11713302,8.29
11713316,10.43
11713319,16.41
11713438,10.53
11713445,10.06
11713578,11.84
11713747,1.98
11713748,9.20
11713902,2.93
11714010,13.90
11714011,12.41
11714015,0.34
11714016,3.37
11714105,2.56
11714111,6.48
11714261,1.47
11714262,3.82
11714263,19.00
11714333,15.04
11714334,6.86
11714442,5.36
11714444,10.04
11714537,3.54
11714806,10.39
11714808,28.00
11714898,1.82
11714945,12.00
11715002,3.58
11715005,9.44
11715008,3.84
11715064,20.63
11715137,4.50
11715374,9.08
11715428,7.14
11715448,8.28
11715473,1.84
11715513,9.24
11715533,27.32
11715628,2.26
11715705,5.66
11715741,2.09
11715787,1.15
11715789,1.81
11715836,5.40
11715837,8.92
11715838,3.66
11715843,8.16
11715944,3.04
11715949,15.00
11715951,1.86
11716051,3.70
11716054,1.41
11716055,3.03
11716057,1.88
11716143,7.66
11716146,3.37
11716215,5.51
11716217,12.58
11716221,13.42
11716223,5.85
11716322,2.15
11716513,8.30
11716595,3.05
11716670,1.69
11716671,5.45
11716756,1.26
11716764,2.71
11716984,10.56
11717070,6.00
11717075,3.54
11717190,3.46
11717194,3.29
11717295,1.57
11717296,3.41
11717684,8.20
11717764,2.25
11717820,19.54
11718005,2.96
11718011,10.05
11718013,2.02
11718063,2.45
11718070,3.22
11718071,783.87
11718106,0.99
11718108,4.60
11718127,6.58
11718155,2.26
11718256,7.32
11718261,9.17
11718299,1.51
11718327,4.52
11718339,14.90
11718357,12.45
11718379,5.68
11718432,3.60
11718434,1.75
11718497,1.50
11718498,4.16
11718501,3.08
11718510,24.72
11718627,3.67
11718629,3.12
11718631,8.53
11718633,11.22
11718639,1.06
11718641,2.30
11718702,2.40
11718703,10.68
11718713,47.10
11718714,1.82
11718759,3.19
11718770,3.13
11718772,4.00
11718825,2.65
11718827,1.49
11719065,2.64
11719068,1.96
11719072,4.50
11719166,7.43
11719169,1.45
11719171,2.24
11719172,15.32
11719207,4.87
11719232,7.73
11719307,2.01
11719311,1.71
11719377,2.22
11719379,4.44
11719386,1.88
11719391,4.88
11719395,4.78
11719396,8.49
11719404,6.95
11719509,19.32
11719525,3.79
11719528,4.00
11719530,2.29
11719571,18.80
11719574,2.36
11719576,6.70
11719585,1.66
11719607,7.16
11719660,4.50
11719723,4.97
11719797,3.73
11719798,1.98
11719800,2.49
11719810,8.75
11719945,8.89
11719947,3.01
11719948,9.98
11719951,2.93
11719952,6.54
11720012,1.80
11720016,12.87
11720062,5.21
11720063,6.61
11720072,5.57
11720073,1.99
11720130,2.12
11720210,17.24
11720221,2.18
11720222,2.75
11720223,16.22
11720355,6.13
11720357,4.09
11720394,3.86
11720428,13.75
11720435,2.08
11720501,4.38
11720502,4.38
11720747,13.86
11721081,3.22
11721205,3.48
11721206,235.07
11721336,1.63
11721340,3.73
11721341,1.94
11721342,1.11
11721343,1.05
11721467,1.35
11721469,2.50
11721471,28.97
11721533,1.50
11721647,4.39
11721648,57.34
11721831,2.56
11721892,7.78
11722037,3.45
11722039,2.53
11722045,2.46
11722046,2.28
11722097,1.55
11722098,5.60
11722105,8.10
11722106,5.08
11722110,11.68
11722111,3.98
11722112,3.76
11722114,1.91
11722116,2.73
11722119,4.19
11722120,7.52
11722124,5.11
11722127,1.83
11722129,4.35
11722130,3.25
11722131,2.13
11722133,8.81
11722134,8.31
11722135,5.67
11722136,18.49
11722137,26.21
11722139,3.14
